# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 385K of event 'cycles'
# Event count (approx.): 792939460900
#
# Overhead  Command          Shared Object             Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                        
# ........  ...............  ........................  ..............................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.01%  frontend         frontend                  [.] net/url.escape
     0.01%  search           search                    [.] runtime.wirep
     0.01%  mc-worker        [kernel.kallsyms]         [k] tcp_rcv_established
     0.01%  profile          profile                   [.] github.com/golang/protobuf/proto.GetProperties
     0.01%  dockerd          dockerd                   [.] internal/poll.(*pollDesc).prepare
     0.01%  profile          profile                   [.] github.com/golang/protobuf/proto.(*Buffer).unmarshalType
     0.01%  search           search                    [.] runtime.netpollblock
     0.01%  profile          profile                   [.] internal/poll.(*FD).Read
     0.01%  geo              geo                       [.] google.golang.org/grpc/transport.loopyWriter
     0.01%  frontend         frontend                  [.] syscall.fstatat
     0.01%  frontend         frontend                  [.] google.golang.org/grpc.(*parser).recvMsg
     0.01%  reservation      reservation               [.] runtime.mapaccess2
     0.01%  wrk              wrk                       [.] lj_vm_call_dispatch_f
     0.01%  recommendation   [kernel.kallsyms]         [k] native_write_msr
     0.01%  search           search                    [.] runtime.save
     0.01%  wrk              wrk                       [.] luaL_addlstring
     0.01%  geo              [kernel.kallsyms]         [k] prepend_name
     0.01%  reservation      [kernel.kallsyms]         [k] hash_conntrack_raw
     0.01%  rate             rate                      [.] runtime.(*spanSet).push
     0.01%  docker-proxy     [kernel.kallsyms]         [k] kmem_cache_alloc_node
     0.01%  containerd-shim  [kernel.kallsyms]         [k] security_file_permission
     0.01%  reservation      [kernel.kallsyms]         [k] futex_wake
     0.01%  wrk              wrk                       [.] lj_BC_TSETS
     0.01%  profile          profile                   [.] runtime.convT2I
     0.01%  mc-worker        [kernel.kallsyms]         [k] eth_type_trans
     0.01%  dockerd          dockerd                   [.] sync.(*Mutex).Lock
     0.01%  frontend         frontend                  [.] google.golang.org/grpc.(*clientStream).SendMsg
     0.01%  rate             rate                      [.] runtime.usleep.abi0
     0.01%  docker-proxy     [kernel.kallsyms]         [k] nf_ct_seq_offset
     0.01%  search           [kernel.kallsyms]         [k] __x64_sys_futex
     0.01%  mc-worker        [kernel.kallsyms]         [k] br_nf_forward_ip
     0.01%  search           [kernel.kallsyms]         [k] iptable_filter_hook
     0.01%  rate             rate                      [.] runtime.resolveTypeOff
     0.01%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d36a
     0.01%  profile          profile                   [.] time.Date
     0.01%  geo              geo                       [.] time.absDate
     0.01%  docker-proxy     [kernel.kallsyms]         [k] update_cfs_rq_h_load
     0.01%  frontend         [kernel.kallsyms]         [k] security_sock_rcv_skb
     0.01%  rate             rate                      [.] sync.(*RWMutex).Lock
     0.01%  rate             rate                      [.] fmt.(*ss).doScanf
     0.01%  profile          profile                   [.] runtime.runqput
     0.01%  reservation      reservation               [.] github.com/uber/jaeger-client-go.(*Tracer).startSpanInternal
     0.01%  recommendation   recommendation            [.] runtime.stackalloc
     0.01%  reservation      [kernel.kallsyms]         [k] skb_ext_add
     0.01%  profile          [kernel.kallsyms]         [k] ktime_get
     0.01%  search           search                    [.] golang.org/x/net/http2.FrameHeader.Header
     0.01%  reservation      [kernel.kallsyms]         [k] __update_idle_core
     0.01%  geo              geo                       [.] syscall.Syscall.abi0
     0.01%  swapper          [kernel.kallsyms]         [k] _raw_spin_lock_irq
     0.01%  frontend         [kernel.kallsyms]         [k] br_fdb_update
     0.01%  geo              [kernel.kallsyms]         [k] ovl_getattr
     0.01%  search           search                    [.] time.Time.locabs
     0.01%  reservation      [kernel.kallsyms]         [k] fsnotify
     0.01%  frontend         frontend                  [.] runtime.funcspdelta
     0.01%  geo              geo                       [.] github.com/uber/jaeger-client-go.(*Tracer).startSpanWithOptions
     0.01%  dockerd          [kernel.kallsyms]         [k] ext4_reserve_inode_write
     0.01%  profile          profile                   [.] internal/testlog.Getenv
     0.01%  search           search                    [.] google.golang.org/grpc/transport.(*http2Client).newStream
     0.01%  frontend         frontend                  [.] net.(*netFD).Read
     0.01%  docker-proxy     [kernel.kallsyms]         [k] __ip_queue_xmit
     0.01%  reservation      reservation               [.] sync.(*RWMutex).Unlock
     0.01%  profile          profile                   [.] golang.org/x/net/http2.(*MetaHeadersFrame).checkPseudos
     0.01%  reservation      [kernel.kallsyms]         [k] enqueue_to_backlog
     0.01%  frontend         frontend                  [.] runtime.wirep
     0.01%  profile          [kernel.kallsyms]         [k] ipv4_confirm
     0.01%  rate             [kernel.kallsyms]         [k] __x64_sys_futex
     0.01%  dockerd          [kernel.kallsyms]         [k] security_file_permission
     0.01%  search           [kernel.kallsyms]         [k] update_rq_clock
     0.01%  profile          profile                   [.] time.tzsetNum
     0.01%  swapper          [kernel.kallsyms]         [k] __remove_hrtimer
     0.01%  rate             rate                      [.] google.golang.org/grpc/transport.(*decodeState).processHeaderField
     0.01%  geo              geo                       [.] encoding/json.(*Decoder).refill
     0.01%  containerd-shim  [kernel.kallsyms]         [k] fput
     0.01%  swapper          [kernel.kallsyms]         [k] idle_cpu
     0.01%  frontend         frontend                  [.] google.golang.org/grpc/transport.(*http2Client).handleData
     0.01%  frontend         frontend                  [.] github.com/rs/zerolog.callerHook.Run
     0.01%  dockerd          [kernel.kallsyms]         [k] pick_next_task_idle
     0.01%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000000bd82
     0.01%  search           search                    [.] golang.org/x/net/http2.(*Framer).WriteHeaders
     0.01%  profile          profile                   [.] google.golang.org/grpc/transport.(*controlBuffer).put
     0.01%  reservation      reservation               [.] encoding/json.(*decodeState).object
     0.01%  search           search                    [.] time.now.abi0
     0.01%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000694bc
     0.01%  geo              geo                       [.] runtime.pidleget
     0.01%  profile          profile                   [.] runtime.mcall
     0.01%  rate             rate                      [.] encoding/json.(*decodeState).value
     0.01%  search           [kernel.kallsyms]         [k] __softirqentry_text_start
     0.01%  rate             [kernel.kallsyms]         [k] tcp_clean_rtx_queue
     0.01%  rate             rate                      [.] reflect.packEface
     0.01%  docker-proxy     docker-proxy              [.] runtime/internal/syscall.Syscall6
     0.01%  geo              geo                       [.] bytes.(*Buffer).WriteByte
     0.01%  geo              geo                       [.] internal/poll.(*fdMutex).rwunlock
     0.01%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e2e20
     0.01%  wrk              [kernel.kallsyms]         [k] __update_load_avg_cfs_rq
     0.01%  geo              geo                       [.] time.tzsetOffset
     0.01%  wrk              [kernel.kallsyms]         [k] __ip_queue_xmit
     0.01%  reservation      [kernel.kallsyms]         [k] ep_poll_callback
     0.01%  swapper          [kernel.kallsyms]         [k] update_rq_clock
     0.01%  wrk              [kernel.kallsyms]         [k] tcp_sendmsg_locked
     0.01%  geo              [kernel.kallsyms]         [k] __x64_sys_getcwd
     0.01%  profile          [kernel.kallsyms]         [k] finish_task_switch
     0.01%  rate             rate                      [.] os.(*File).Write
     0.01%  swapper          [kernel.kallsyms]         [k] sched_idle_set_state
     0.01%  search           search                    [.] github.com/uber/jaeger-client-go.(*Span).FinishWithOptions
     0.01%  rate             rate                      [.] encoding/json.(*decodeState).unmarshal
     0.01%  search           [kernel.kallsyms]         [k] ksoftirqd_running
     0.01%  docker-proxy     [kernel.kallsyms]         [k] futex_wake
     0.01%  recommendation   recommendation            [.] runtime.nanotime1.abi0
     0.01%  geo              [kernel.kallsyms]         [k] do_futex
     0.01%  geo              geo                       [.] encoding/json.(*decodeState).value
     0.01%  search           [kernel.kallsyms]         [k] ipv4_mtu
     0.01%  geo              [kernel.kallsyms]         [k] strncpy_from_user
     0.01%  search           search                    [.] reflect.packEface
     0.01%  rate             [kernel.kallsyms]         [k] br_handle_frame_finish
     0.01%  reservation      reservation               [.] runtime.mapiterinit
     0.01%  rate             rate                      [.] runtime.pidleput
     0.01%  search           search                    [.] encoding/json.(*Decoder).refill
     0.01%  search           search                    [.] google.golang.org/grpc.(*Server).handleStream
     0.01%  mc-worker        [kernel.kallsyms]         [k] ipv4_dst_check
     0.01%  frontend         [kernel.kallsyms]         [k] netif_rx_internal
     0.01%  search           search                    [.] runtime.entersyscall.abi0
     0.01%  profile          profile                   [.] github.com/uber/jaeger-client-go/utils.(*lockedSource).Int63
     0.01%  search           search                    [.] context.parentCancelCtx
     0.01%  search           search                    [.] runtime.bulkBarrierPreWrite
     0.01%  profile          [kernel.kallsyms]         [k] nf_ct_seq_offset
     0.01%  swapper          [kernel.kallsyms]         [k] hrtimer_next_event_without
     0.01%  frontend         frontend                  [.] golang.org/x/net/http2/hpack.(*Decoder).Write
     0.01%  rate             rate                      [.] net/url.unescape
     0.01%  search           [kernel.kallsyms]         [k] ipv4_confirm
     0.01%  recommendation   recommendation            [.] runtime.chansend
     0.01%  frontend         frontend                  [.] runtime.scanstack
     0.01%  search           search                    [.] runtime.(*mcentral).cacheSpan
     0.01%  geo              geo                       [.] sync.(*Pool).Put
