# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 144K of event 'cycles'
# Event count (approx.): 161207679977
#
# Overhead  Command          Shared Object             Symbol                                                                                                                                                                                                                     
# ........  ...............  ........................  ...........................................................................................................................................................................................................................
#
     0.00%  wrk              wrk                       [.] lj_tab_free
     0.00%  frontend         frontend                  [.] runtime.gcMarkDone
     0.00%  systemd          libc-2.31.so              [.] unlink_chunk.isra.0
     0.00%  dockerd          [kernel.kallsyms]         [k] current_time
     0.00%  frontend         frontend                  [.] runtime.removespecial
     0.00%  dockerd          dockerd                   [.] runtime.(*pollCache).alloc
     0.00%  containerd-shim  [kernel.kallsyms]         [k] copy_page_from_iter
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __kfree_skb_flush
     0.00%  frontend         frontend                  [.] runtime.updateTimerPMask
     0.00%  frontend         frontend                  [.] runtime.cgoSigtramp
     0.00%  frontend         frontend                  [.] reflect.typedmemmove
     0.00%  swapper          [kernel.kallsyms]         [k] timerqueue_add
     0.00%  frontend         frontend                  [.] fmt.Fprintln
     0.00%  frontend         [kernel.kallsyms]         [k] __tcp_push_pending_frames
     0.00%  frontend         frontend                  [.] runtime.typehash
     0.00%  frontend         [kernel.kallsyms]         [k] tcp_parse_md5sig_option
     0.00%  wrk              wrk                       [.] lua_pushlstring
     0.00%  frontend         [kernel.kallsyms]         [k] hrtimer_interrupt
     0.00%  wrk              [kernel.kallsyms]         [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  wrk              [kernel.kallsyms]         [k] apparmor_socket_sock_rcv_skb
     0.00%  containerd-shim  [kernel.kallsyms]         [k] hrtimer_active
     0.00%  dockerd          [kernel.kallsyms]         [k] inet_create
     0.00%  frontend         frontend                  [.] runtime.typedslicecopy
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003dc3f
     0.00%  frontend         frontend                  [.] github.com/harlow/go-micro-services/services/frontend.(*Server).searchHandler-fm
     0.00%  dockerd          dockerd                   [.] internal/poll.(*FD).Read.func1
     0.00%  frontend         [kernel.kallsyms]         [k] sk_alloc
     0.00%  kworker/2:13-ev  [kernel.kallsyms]         [k] iter_net_only
     0.00%  frontend         frontend                  [.] github.com/olivere/grpc/lb/consul.(*Resolver).updater
     0.00%  dockerd          [kernel.kallsyms]         [k] fdb_find_rcu
     0.00%  frontend         frontend                  [.] runtime.runqputbatch
     0.00%  networkctl       [kernel.kallsyms]         [k] memset_erms
     0.00%  dockerd          dockerd                   [.] time.Until
     0.00%  wrk              [kernel.kallsyms]         [k] nf_nat_ipv4_fn
     0.00%  frontend         [kernel.kallsyms]         [k] lockref_get_not_dead
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __usecs_to_jiffies
     0.00%  mongod           [kernel.kallsyms]         [k] zap_pte_range.isra.0
     0.00%  wrk              [kernel.kallsyms]         [k] apparmor_file_permission
     0.00%  dockerd          [kernel.kallsyms]         [k] eth_type_trans
     0.00%  wrk              [kernel.kallsyms]         [k] security_socket_sendmsg
     0.00%  wrk              [kernel.kallsyms]         [k] tcp_data_ready
     0.00%  mongod           [kernel.kallsyms]         [k] page_remove_rmap
     0.00%  wrk              [kernel.kallsyms]         [k] tcp_grow_window.isra.0
     0.00%  wrk              wrk                       [.] lj_tab_new
     0.00%  wrk              [kernel.kallsyms]         [k] ip_queue_xmit
     0.00%  containerd-shim  [kernel.kallsyms]         [k] __remove_hrtimer
     0.00%  dockerd          dockerd                   [.] github.com/docker/docker/libnetwork.(*Resolver).dialExtDNS
     0.00%  frontend         frontend                  [.] runtime.forEachG
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] __legitimize_mnt
     0.00%  wrk              wrk                       [.] lj_BC_ISTC
     0.00%  dockerd          [kernel.kallsyms]         [k] br_nf_pre_routing
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000044737
     0.00%  containerd-shim  [kernel.kallsyms]         [k] ttwu_do_wakeup
     0.00%  runc             [kernel.kallsyms]         [k] copy_page
     0.00%  frontend         frontend                  [.] net/http.(*Client).do.func2
     0.00%  dockerd          [kernel.kallsyms]         [k] handle_mm_fault
     0.00%  dockerd          [kernel.kallsyms]         [k] ctnetlink_dump_protoinfo
     0.00%  frontend         [kernel.kallsyms]         [k] walk_component
     0.00%  dockerd          [kernel.kallsyms]         [k] sched_clock
     0.00%  mongod           mongod                    [.] 0x0000000002f14779
     0.00%  systemd          libc-2.31.so              [.] __strcspn_sse42
     0.00%  frontend         frontend                  [.] net/http.shouldClose
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003075d
     0.00%  frontend         frontend                  [.] net.(*Resolver).internetAddrList
     0.00%  wrk              wrk                       [.] countint.part.0
     0.00%  docker-proxy     [kernel.kallsyms]         [k] tcp_mtu_probe
     0.00%  frontend         [kernel.kallsyms]         [k] ret_from_intr
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000003ab3
     0.00%  kworker/2:13-ev  [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath
     0.00%  frontend         frontend                  [.] runtime.mapdelete_fast64
     0.00%  swapper          [kernel.kallsyms]         [k] load_balance
     0.00%  wrk              [kernel.kallsyms]         [k] cpumask_next_wrap
     0.00%  frontend         frontend                  [.] internal/bytealg.IndexByte.abi0
     0.00%  frontend         [kernel.kallsyms]         [k] setup_pre_routing
     0.00%  networkctl       [kernel.kallsyms]         [k] entry_SYSCALL_64
     0.00%  docker-proxy     [kernel.kallsyms]         [k] kill_fasync
     0.00%  frontend         frontend                  [.] runtime.castogscanstatus
     0.00%  dockerd          dockerd                   [.] runtime.(*mheap).allocMSpanLocked
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000062d78
     0.00%  wrk              [kernel.kallsyms]         [k] sock_rfree
     0.00%  frontend         frontend                  [.] net.parsePort
     0.00%  wrk              [kernel.kallsyms]         [k] attach_entity_load_avg
     0.00%  containerd-shim  [kernel.kallsyms]         [k] activate_task
     0.00%  kworker/6:12-ev  [kernel.kallsyms]         [k] iter_net_only
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000043427
     0.00%  wrk              wrk                       [.] sock_write
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __update_load_avg_blocked_se
     0.00%  wrk              wrk                       [.] http_message_needs_eof
     0.00%  frontend         frontend                  [.] runtime.(*mheap).nextSpanForSweep
     0.00%  exe              [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath
     0.00%  dockerd          [kernel.kallsyms]         [k] ip_output
     0.00%  kworker/14:7-ev  [kernel.kallsyms]         [k] device_cmp
     0.00%  frontend         frontend                  [.] net/http.(*Transport).dial
     0.00%  dockerd          dockerd                   [.] runtime.makechan
     0.00%  frontend         frontend                  [.] reflect.typedmemclr
     0.00%  docker-proxy     [kernel.kallsyms]         [k] place_entity
     0.00%  wrk              libc-2.31.so              [.] __mpn_cmp
     0.00%  kworker/7:26-ev  [kernel.kallsyms]         [k] iter_net_only
     0.00%  exe              [kernel.kallsyms]         [k] release_pages
     0.00%  containerd-shim  [kernel.kallsyms]         [k] enqueue_hrtimer
     0.00%  wrk              [kernel.kallsyms]         [k] apparmor_socket_sendmsg
     0.00%  dockerd          dockerd                   [.] strings.lastIndexFunc
     0.00%  exe              [kernel.kallsyms]         [k] alloc_set_pte
     0.00%  dockerd          [kernel.kallsyms]         [k] enqueue_to_backlog
     0.00%  swapper          [kernel.kallsyms]         [k] mlx4_en_rx_irq
     0.00%  dockerd          dockerd                   [.] github.com/docker/docker/daemon/logger/jsonfilelog.marshalMessage
     0.00%  docker-proxy     [kernel.kallsyms]         [k] tcp_splice_data_recv
     0.00%  frontend         frontend                  [.] github.com/hashicorp/consul/api.(*Health).Service
     0.00%  frontend         [kernel.kallsyms]         [k] skb_clone_tx_timestamp
     0.00%  kworker/7:20-ev  [kernel.kallsyms]         [k] iter_net_only
     0.00%  dockerd          [kernel.kallsyms]         [k] get_pid_task
     0.00%  dockerd          [kernel.kallsyms]         [k] irq_entries_start
     0.00%  wrk              libm-2.31.so              [.] logf32x
     0.00%  systemd          libc-2.31.so              [.] malloc_consolidate
     0.00%  wrk              [kernel.kallsyms]         [k] sock_put
     0.00%  modprobe         ld-2.31.so                [.] strcmp
     0.00%  docker-proxy     [kernel.kallsyms]         [k] tcp_v4_inbound_md5_hash
     0.00%  swapper          [kernel.kallsyms]         [k] __run_timers.part.0
     0.00%  frontend         frontend                  [.] runtime.copystack
     0.00%  wrk              [kernel.kallsyms]         [k] set_task_cpu
     0.00%  wrk              [kernel.kallsyms]         [k] nf_confirm
     0.00%  wrk              [kernel.kallsyms]         [k] sched_clock_cpu
     0.00%  wrk              wrk                       [.] lj_lib_optint
     0.00%  containerd-shim  [kernel.kallsyms]         [k] find_next_bit
     0.00%  wrk              [kernel.kallsyms]         [k] __ip_local_out
     0.00%  exe              dockerd                   [.] runtime.moduledataverify1
     0.00%  exe              [kernel.kallsyms]         [k] handle_mm_fault
     0.00%  (spawn)          [kernel.kallsyms]         [k] __this_module+0x8000000064a3
     0.00%  docker-proxy     [kernel.kallsyms]         [k] security_file_permission
     0.00%  sshd             libcrypto.so.1.1          [.] BN_X931_generate_prime_ex
     0.00%  wrk              [kernel.kallsyms]         [k] update_blocked_averages
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003feac
     0.00%  all-in-one-linu  all-in-one-linux          [.] runtime.(*mspan).heapBitsSmallForAddr
     0.00%  frontend         frontend                  [.] net.parseNetwork
     0.00%  runc             [kernel.kallsyms]         [k] psi_task_change
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] copy_pte_range.isra.0
     0.00%  docker-proxy     [kernel.kallsyms]         [k] kmalloc_slab
     0.00%  containerd-shim  [kernel.kallsyms]         [k] load_new_mm_cr3
     0.00%  dockerd          [kernel.kallsyms]         [k] do_sys_open
     0.00%  dockerd          dockerd                   [.] runtime.(*gcControllerState).memoryLimitHeapGoal
     0.00%  dockerd          dockerd                   [.] github.com/sirupsen/logrus.(*Entry).Debugf
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] memcg_kmem_get_cache
     0.00%  dbus-daemon      libpthread-2.31.so        [.] pthread_mutex_unlock
     0.00%  docker-proxy     [kernel.kallsyms]         [k] ep_autoremove_wake_function
     0.00%  frontend         [kernel.kallsyms]         [k] attach_entity_load_avg
     0.00%  wrk              wrk                       [.] lua_concat
     0.00%  dockerd          [kernel.kallsyms]         [k] __vfs_write
     0.00%  swapper          [kernel.kallsyms]         [k] cpumask_next_wrap
     0.00%  containerd-shim  [kernel.kallsyms]         [k] filemap_map_pages
     0.00%  frontend         [kernel.kallsyms]         [k] __ip_make_skb
     0.00%  dockerd          dockerd                   [.] runtime.assertE2I2
     0.00%  wrk              [kernel.kallsyms]         [k] tcp_mtu_probe
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000003aeb
     0.00%  docker-proxy     [kernel.kallsyms]         [k] skb_clone
     0.00%  wrk              [kernel.kallsyms]         [k] security_socket_recvmsg
     0.00%  dockerd          [kernel.kallsyms]         [k] nf_ct_deliver_cached_events
     0.00%  frontend         [kernel.kallsyms]         [k] tcp_add_backlog
     0.00%  dockerd          [kernel.kallsyms]         [k] cap_capable
     0.00%  modprobe         [kernel.kallsyms]         [k] page_fault
     0.00%  dockerd          [kernel.kallsyms]         [k] ctnetlink_dump_ct_synproxy
     0.00%  dockerd          dockerd                   [.] net.(*Dialer).DialContext
     0.00%  frontend         [kernel.kallsyms]         [k] tcp_data_queue
     0.00%  frontend         [kernel.kallsyms]         [k] cpuacct_account_field
     0.00%  frontend         [kernel.kallsyms]         [k] nbp_switchdev_frame_mark
     0.00%  frontend         frontend                  [.] net/http.cleanPath
     0.00%  wrk              wrk                       [.] lj_gc_step
     0.00%  wrk              [kernel.kallsyms]         [k] tcp_v4_do_rcv
     0.00%  frontend         frontend                  [.] github.com/hashicorp/consul/api.(*Client).doRequest
     0.00%  dockerd          dockerd                   [.] github.com/docker/docker/daemon/logger/jsonfilelog/jsonlog.fastTimeMarshalJSON
     0.00%  dockerd          [kernel.kallsyms]         [k] __radix_tree_lookup
     0.00%  wrk              [kernel.kallsyms]         [k] tcp_rack_update_reo_wnd
     0.00%  runc:[2:INIT]    [kernel.kallsyms]         [k] __d_lookup_rcu
