# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 150K of event 'cycles'
# Event count (approx.): 203462796398
#
# Overhead  Command          Shared Object            Symbol                                                                                                                                                                                                                                                                                                                                                                                                                
# ........  ...............  .......................  ......................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.02%  recommendation   recommendation           [.] runtime.nanotime1.abi0
     0.02%  wrk              libc-2.31.so             [.] __vsprintf_internal
     0.02%  geo              geo                      [.] runtime.stackalloc
     0.02%  search           search                   [.] syscall.fstatat
     0.02%  recommendation   recommendation           [.] runtime.checkTimersNoP
     0.02%  wrk              [kernel.kallsyms]        [k] fsnotify
     0.02%  containerd-shim  [kernel.kallsyms]        [k] new_sync_write
     0.02%  frontend         frontend                 [.] net/http.(*connReader).backgroundRead
     0.02%  containerd-shim  [kernel.kallsyms]        [k] ep_scan_ready_list.constprop.0
     0.02%  frontend         [kernel.kallsyms]        [k] __ip_queue_xmit
     0.02%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000bf5c
     0.02%  geo              geo                      [.] runtime.findObject
     0.02%  dockerd          [kernel.kallsyms]        [k] rb_insert_color
     0.02%  wrk              wrk                      [.] gc_onestep
     0.02%  recommendation   recommendation           [.] runtime.runqgrab
     0.02%  search           search                   [.] encoding/json.(*decodeState).scanWhile
     0.02%  swapper          [kernel.kallsyms]        [k] hrtimer_get_next_event
     0.02%  frontend         frontend                 [.] runtime.park_m
     0.02%  geo              geo                      [.] runtime.futex.abi0
     0.02%  geo              geo                      [.] runtime.(*mheap).allocSpan
     0.02%  docker-proxy     [kernel.kallsyms]        [k] newidle_balance
     0.02%  frontend         frontend                 [.] runtime.systemstack.abi0
     0.02%  swapper          [kernel.kallsyms]        [k] get_cpu_device
     0.02%  containerd-shim  [kernel.kallsyms]        [k] __sb_start_write
     0.02%  docker-proxy     [kernel.kallsyms]        [k] ipv4_dst_check
     0.02%  swapper          [kernel.kallsyms]        [k] clear_buddies
     0.02%  geo              geo                      [.] runtime.runqget
     0.02%  recommendation   [kernel.kallsyms]        [k] native_sched_clock
     0.02%  containerd-shim  [kernel.kallsyms]        [k] atime_needs_update
     0.02%  frontend         [kernel.kallsyms]        [k] tcp_wfree
     0.02%  dockerd          [kernel.kallsyms]        [k] iov_iter_fault_in_readable
     0.02%  search           search                   [.] reflect.Value.SetMapIndex
     0.02%  docker-proxy     [kernel.kallsyms]        [k] kernel_sendpage
     0.02%  frontend         frontend                 [.] github.com/rs/zerolog.colorize
     0.02%  dockerd          [kernel.kallsyms]        [k] __wake_up_common_lock
     0.02%  frontend         frontend                 [.] sync.(*RWMutex).RUnlock
     0.02%  frontend         [kernel.kallsyms]        [k] path_init
     0.02%  frontend         frontend                 [.] net/http.serverHandler.ServeHTTP
     0.02%  swapper          [kernel.kallsyms]        [k] rcu_needs_cpu
     0.02%  dockerd          [kernel.kallsyms]        [k] rw_verify_area
     0.02%  frontend         [kernel.kallsyms]        [k] __legitimize_mnt
     0.02%  recommendation   [kernel.kallsyms]        [k] ip_finish_output2
     0.02%  search           [kernel.kallsyms]        [k] memcg_kmem_put_cache
     0.02%  search           [kernel.kallsyms]        [k] prepend_path.isra.0
     0.02%  wrk              [kernel.kallsyms]        [k] enqueue_task_fair
     0.02%  search           [kernel.kallsyms]        [k] prepend_name
     0.02%  dockerd          dockerd                  [.] runtime.runqsteal
     0.02%  frontend         frontend                 [.] syscall.write
     0.02%  search           [kernel.kallsyms]        [k] fsnotify
     0.02%  frontend         frontend                 [.] net.(*netFD).Read
     0.02%  docker-proxy     [kernel.kallsyms]        [k] ep_poll
     0.02%  frontend         frontend                 [.] bytes.(*Buffer).WriteTo
     0.02%  frontend         [kernel.kallsyms]        [k] __skb_clone
     0.02%  frontend         frontend                 [.] bufio.(*Reader).fill
     0.02%  geo              geo                      [.] runtime.funcMaxSPDelta
     0.02%  frontend         frontend                 [.] runtime.(*mspan).nextFreeIndex
     0.02%  search           [kernel.kallsyms]        [k] dequeue_task_fair
     0.02%  wrk              [kernel.kallsyms]        [k] __local_bh_enable_ip
     0.02%  geo              [kernel.kallsyms]        [k] tcp_v4_rcv
     0.02%  search           [kernel.kallsyms]        [k] nf_nat_inet_fn
     0.02%  docker-proxy     [kernel.kallsyms]        [k] ipv4_conntrack_defrag
     0.02%  search           search                   [.] strings.EqualFold
     0.01%  search           search                   [.] sync.(*Mutex).Unlock
     0.01%  frontend         frontend                 [.] github.com/uber/jaeger-client-go/utils.(*lockedSource).Int63
     0.01%  frontend         frontend                 [.] internal/poll.setDeadlineImpl
     0.01%  swapper          [kernel.kallsyms]        [k] native_load_tls
     0.01%  search           [kernel.kallsyms]        [k] ip_output
     0.01%  frontend         frontend                 [.] encoding/json.(*decodeState).scanWhile
     0.01%  frontend         [kernel.kallsyms]        [k] update_cfs_rq_h_load
     0.01%  search           search                   [.] fmt.(*pp).fmtString
     0.01%  frontend         [kernel.kallsyms]        [k] inode_permission
     0.01%  frontend         [kernel.kallsyms]        [k] skb_ext_add
     0.01%  dockerd          [kernel.kallsyms]        [k] resched_curr
     0.01%  geo              [kernel.kallsyms]        [k] br_nf_pre_routing
     0.01%  wrk              [kernel.kallsyms]        [k] __ksize
     0.01%  search           [kernel.kallsyms]        [k] sock_read_iter
     0.01%  dockerd          [kernel.kallsyms]        [k] mark_wake_futex
     0.01%  dockerd          dockerd                  [.] sync.(*poolChain).popTail
     0.01%  frontend         [kernel.kallsyms]        [k] prepare_exit_to_usermode
     0.01%  wrk              [kernel.kallsyms]        [k] enqueue_entity
     0.01%  dockerd          [kernel.kallsyms]        [k] balance_dirty_pages_ratelimited
     0.01%  wrk              [kernel.kallsyms]        [k] ipv4_conntrack_defrag
     0.01%  search           search                   [.] github.com/rs/zerolog.ParseLevel
     0.01%  frontend         frontend                 [.] bufio.(*Reader).ReadLine
     0.01%  swapper          [kernel.kallsyms]        [k] ktime_get_update_offsets_now
     0.01%  search           search                   [.] type..eq.golang.org/x/net/http2/hpack.pairNameValue
     0.01%  search           search                   [.] runtime.mapdelete_fast32
     0.01%  frontend         [kernel.kallsyms]        [k] update_curr
     0.01%  frontend         [kernel.kallsyms]        [k] __schedule
     0.01%  frontend         frontend                 [.] levelgzip.(*compressor).Compress
     0.01%  frontend         frontend                 [.] google.golang.org/grpc/transport.(*recvBuffer).put
     0.01%  wrk              [kernel.kallsyms]        [k] ep_modify
     0.01%  docker-proxy     [kernel.kallsyms]        [k] schedule
     0.01%  frontend         [kernel.kallsyms]        [k] copy_user_generic_unrolled
     0.01%  frontend         frontend                 [.] strings.IndexAny
     0.01%  recommendation   [kernel.kallsyms]        [k] select_idle_sibling.part.0
     0.01%  docker-proxy     [kernel.kallsyms]        [k] kfree_skbmem
     0.01%  containerd-shim  [kernel.kallsyms]        [k] __x64_sys_futex
     0.01%  frontend         [kernel.kallsyms]        [k] __softirqentry_text_start
     0.01%  wrk              [kernel.kallsyms]        [k] tcp_stream_memory_free
     0.01%  search           search                   [.] sort.Sort
     0.01%  containerd-shim  [kernel.kallsyms]        [k] deactivate_task
     0.01%  search           search                   [.] runtime.interhash
     0.01%  geo              [kernel.kallsyms]        [k] native_write_msr
     0.01%  frontend         frontend                 [.] compress/gzip.(*Writer).Write
     0.01%  docker-proxy     [kernel.kallsyms]        [k] mutex_lock
     0.01%  swapper          [kernel.kallsyms]        [k] timer_clear_idle
     0.01%  docker-proxy     [kernel.kallsyms]        [k] do_futex
     0.01%  containerd-shim  [kernel.kallsyms]        [k] hrtimer_active
     0.01%  frontend         frontend                 [.] github.com/harlow/go-micro-services/services/search/proto.(*searchClient).Nearby
     0.01%  frontend         frontend                 [.] reflect.Value.Convert
     0.01%  search           [kernel.kallsyms]        [k] tcp_ack
     0.01%  dockerd          dockerd                  [.] github.com/docker/docker/daemon/logger/jsonfilelog/jsonlog.(*JSONLogs).MarshalJSONBuf
     0.01%  recommendation   [kernel.kallsyms]        [k] nf_conntrack_in
     0.01%  search           search                   [.] google.golang.org/grpc/transport.(*quotaPool).get
     0.01%  search           [kernel.kallsyms]        [k] native_write_msr
     0.01%  dockerd          dockerd                  [.] runtime.futex.abi0
     0.01%  wrk              [kernel.kallsyms]        [k] ep_scan_ready_list.constprop.0
     0.01%  docker-proxy     [kernel.kallsyms]        [k] _raw_write_lock_irq
     0.01%  wrk              [kernel.kallsyms]        [k] tcp_in_window
     0.01%  frontend         frontend                 [.] google.golang.org/grpc/transport.(*http2Client).operateHeaders
     0.01%  frontend         frontend                 [.] sync.(*Cond).Broadcast
     0.01%  docker-proxy     [kernel.kallsyms]        [k] __slab_free
     0.01%  containerd-shim  [kernel.kallsyms]        [k] rb_insert_color
     0.01%  frontend         frontend                 [.] runtime.runqput
     0.01%  wrk              [kernel.kallsyms]        [k] __update_load_avg_se
     0.01%  dockerd          [kernel.kallsyms]        [k] check_preempt_curr
     0.01%  docker-proxy     [kernel.kallsyms]        [k] native_write_msr
     0.01%  geo              [kernel.kallsyms]        [k] __switch_to_asm
     0.01%  search           [kernel.kallsyms]        [k] net_rx_action
     0.01%  search           search                   [.] strconv.formatBits
     0.01%  docker-proxy     [kernel.kallsyms]        [k] sock_splice_read
     0.01%  frontend         frontend                 [.] runtime.chanrecv
     0.01%  frontend         frontend                 [.] strings.(*byteReplacer).Replace
     0.01%  frontend         [kernel.kallsyms]        [k] sock_poll
     0.01%  search           search                   [.] runtime.efaceeq
     0.01%  docker-proxy     [kernel.kallsyms]        [k] deactivate_task
     0.01%  containerd-shim  [kernel.kallsyms]        [k] _raw_spin_lock
     0.01%  docker-proxy     [kernel.kallsyms]        [k] nf_nat_inet_fn
     0.01%  recommendation   recommendation           [.] runtime.stackalloc
     0.01%  wrk              [kernel.kallsyms]        [k] nf_conntrack_tcp_packet
     0.01%  wrk              [kernel.kallsyms]        [k] kmem_cache_free
     0.01%  wrk              wrk                      [.] counts_index_for
     0.01%  wrk              [kernel.kallsyms]        [k] mod_timer
     0.01%  search           [kernel.kallsyms]        [k] br_nf_forward_ip
     0.01%  containerd-shim  [kernel.kallsyms]        [k] schedule
     0.01%  docker-proxy     docker-proxy             [.] runtime.exitsyscall
     0.01%  docker-proxy     [kernel.kallsyms]        [k] sk_forced_mem_schedule
     0.01%  geo              geo                      [.] runtime.checkRunqsNoP
     0.01%  dockerd          dockerd                  [.] runtime/internal/syscall.EpollWait
     0.01%  dockerd          [kernel.kallsyms]        [k] deactivate_task
     0.01%  recommendation   recommendation           [.] runtime.futexsleep
