# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 151K of event 'cycles'
# Event count (approx.): 212631010484
#
# Overhead  Command          Shared Object            Symbol                                                                                                                                                                                                                                                                                                                                                                                                                
# ........  ...............  .......................  ......................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.01%  dockerd          [kernel.kallsyms]        [k] switch_mm_irqs_off
     0.01%  frontend         [kernel.kallsyms]        [k] sk_reset_timer
     0.01%  dockerd          dockerd                  [.] time.Time.locabs
     0.01%  frontend         [kernel.kallsyms]        [k] skb_push
     0.01%  frontend         frontend                 [.] net/http.(*response).write
     0.01%  frontend         [kernel.kallsyms]        [k] ep_item_poll.isra.0
     0.01%  search           search                   [.] golang.org/x/net/http2.(*Framer).endWrite
     0.01%  wrk              [kernel.kallsyms]        [k] vfs_read
     0.01%  frontend         frontend                 [.] runtime.goexit0
     0.01%  search           [kernel.kallsyms]        [k] __tcp_select_window
     0.01%  geo              [kernel.kallsyms]        [k] ip_rcv_finish_core.isra.0
     0.01%  search           search                   [.] runtime.efaceeq
     0.01%  frontend         frontend                 [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingClientInterceptor.func1.dwrap.1
     0.01%  search           [kernel.kallsyms]        [k] skb_try_coalesce
     0.01%  geo              geo                      [.] reflect.New
     0.01%  dockerd          dockerd                  [.] runtime.mapaccess1_fast64
     0.01%  frontend         frontend                 [.] net/http.checkConnErrorWriter.Write
     0.01%  dockerd          [kernel.kallsyms]        [k] __wake_up_common_lock
     0.01%  geo              geo                      [.] runtime.bulkBarrierPreWrite
     0.01%  geo              [kernel.kallsyms]        [k] nf_nat_ipv4_fn
     0.01%  frontend         [kernel.kallsyms]        [k] conntrack_mt
     0.01%  frontend         frontend                 [.] encoding/json.(*Decoder).tokenPrepareForDecode
     0.01%  containerd-shim  [kernel.kallsyms]        [k] get_futex_key
     0.01%  recommendation   recommendation           [.] golang.org/x/net/http2/hpack.readVarInt
     0.01%  frontend         frontend                 [.] compress/flate.(*compressor).write
     0.01%  docker-proxy     [kernel.kallsyms]        [k] __skb_ext_put
     0.01%  frontend         [kernel.kallsyms]        [k] validate_xmit_xfrm
     0.01%  search           [kernel.kallsyms]        [k] rcu_all_qs
     0.01%  search           [kernel.kallsyms]        [k] tcp_event_data_recv
     0.01%  dockerd          [kernel.kallsyms]        [k] plist_add
     0.01%  geo              geo                      [.] fmt.(*fmt).pad
     0.01%  wrk              libc-2.31.so             [.] rand
     0.01%  wrk              [kernel.kallsyms]        [k] __update_idle_core
     0.01%  dockerd          [kernel.kallsyms]        [k] rcu_all_qs
     0.01%  frontend         frontend                 [.] strconv.atof32exact
     0.01%  dockerd          [kernel.kallsyms]        [k] vfs_read
     0.01%  geo              [kernel.kallsyms]        [k] __virt_addr_valid
     0.01%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000031326
     0.01%  recommendation   recommendation           [.] net.(*conn).Read
     0.01%  containerd-shim  [kernel.kallsyms]        [k] fpregs_assert_state_consistent
     0.01%  swapper          [kernel.kallsyms]        [k] __hrtimer_get_next_event
     0.01%  docker-proxy     docker-proxy             [.] runtime.save
     0.01%  search           search                   [.] time.Time.Format
     0.01%  frontend         [kernel.kallsyms]        [k] tcp_sendmsg
     0.01%  frontend         frontend                 [.] google.golang.org/grpc/transport.(*http2Client).Write.func2
     0.01%  frontend         frontend                 [.] sync.(*poolDequeue).popTail
     0.01%  recommendation   [kernel.kallsyms]        [k] tcp_ack
     0.01%  dockerd          [kernel.kallsyms]        [k] generic_pipe_buf_confirm
     0.01%  recommendation   [kernel.kallsyms]        [k] tcp_stream_memory_free
     0.01%  geo              [kernel.kallsyms]        [k] __x64_sys_epoll_pwait
     0.01%  wrk              [kernel.kallsyms]        [k] __usecs_to_jiffies
     0.01%  frontend         [kernel.kallsyms]        [k] ip_send_check
     0.01%  docker-proxy     [kernel.kallsyms]        [k] ip_rcv_finish
     0.01%  frontend         frontend                 [.] runtime.deferprocStack
     0.01%  wrk              wrk                      [.] lj_BC_ADDVN
     0.01%  recommendation   recommendation           [.] runtime.runqput
     0.01%  recommendation   recommendation           [.] sync.(*Pool).Get
     0.01%  docker-proxy     [kernel.kallsyms]        [k] tcp_v4_early_demux
     0.01%  geo              [kernel.kallsyms]        [k] newidle_balance
     0.01%  geo              [kernel.kallsyms]        [k] ipv4_conntrack_local
     0.01%  geo              geo                      [.] runtime.isSystemGoroutine
     0.01%  containerd-shim  [kernel.kallsyms]        [k] fput
     0.01%  frontend         [kernel.kallsyms]        [k] tcp_mtu_probe
     0.01%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000405a20
     0.01%  frontend         [kernel.kallsyms]        [k] resched_curr
     0.01%  frontend         [kernel.kallsyms]        [k] __sb_end_write
     0.01%  search           search                   [.] runtime.scanframeworker
     0.01%  recommendation   [kernel.kallsyms]        [k] fpregs_assert_state_consistent
     0.01%  docker-proxy     [kernel.kallsyms]        [k] pick_next_entity
     0.01%  frontend         [kernel.kallsyms]        [k] brnf_get_logical_dev
     0.01%  geo              [kernel.kallsyms]        [k] mark_wake_futex
     0.01%  recommendation   [kernel.kallsyms]        [k] rb_erase
     0.01%  wrk              libpthread-2.31.so       [.] __read
     0.01%  wrk              wrk                      [.] lj_tab_getinth
     0.01%  frontend         [kernel.kallsyms]        [k] __vfs_write
     0.01%  geo              geo                      [.] runtime.wakep
     0.01%  search           search                   [.] runtime.park_m
     0.01%  dockerd          [kernel.kallsyms]        [k] select_idle_sibling
     0.01%  dockerd          [kernel.kallsyms]        [k] memcg_kmem_get_cache
     0.01%  search           search                   [.] golang.org/x/net/http2/hpack.appendIndexedName
     0.01%  frontend         frontend                 [.] google.golang.org/grpc.(*acBalancerWrapper).getAddrConn
     0.01%  containerd-shim  [kernel.kallsyms]        [k] native_load_tls
     0.01%  frontend         [kernel.kallsyms]        [k] br_nf_forward_finish
     0.01%  frontend         frontend                 [.] github.com/uber/jaeger-client-go.(*Span).FinishWithOptions
     0.01%  all-in-one-linu  all-in-one-linux         [.] github.com/jaegertracing/jaeger/cmd/agent/app/customtransport.(*TBufferedReadTransport).Read
     0.01%  user             user                     [.] runtime.step
     0.01%  dockerd          dockerd                  [.] runtime.writeHeapBits.write
     0.01%  wrk              [kernel.kallsyms]        [k] clear_buddies
     0.01%  wrk              [kernel.kallsyms]        [k] hrtimer_try_to_cancel
     0.01%  frontend         [kernel.kallsyms]        [k] tcp_update_pacing_rate
     0.01%  search           [kernel.kallsyms]        [k] get_futex_value_locked
     0.01%  frontend         [kernel.kallsyms]        [k] interrupt_entry
     0.01%  search           search                   [.] google.golang.org/grpc.(*Server).serveStreams.func1
     0.01%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000307c5
     0.01%  wrk              libpthread-2.31.so       [.] __pthread_disable_asynccancel
     0.01%  frontend         frontend                 [.] github.com/uber/jaeger-client-go.(*Tracer).randomID
     0.01%  frontend         frontend                 [.] runtime.rawstringtmp
     0.01%  recommendation   [kernel.kallsyms]        [k] sock_write_iter
     0.01%  geo              [kernel.kallsyms]        [k] sk_stream_alloc_skb
     0.01%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e1f76
     0.01%  wrk              [kernel.kallsyms]        [k] _cond_resched
     0.01%  dockerd          [kernel.kallsyms]        [k] do_epoll_wait
     0.01%  frontend         [kernel.kallsyms]        [k] account_entity_enqueue
     0.01%  wrk              [kernel.kallsyms]        [k] interrupt_entry
     0.01%  search           search                   [.] runtime.assertI2I2
     0.01%  recommendation   [kernel.kallsyms]        [k] br_nf_hook_thresh
     0.01%  frontend         [kernel.kallsyms]        [k] tcp_add_backlog
     0.01%  geo              geo                      [.] runtime.funcname
     0.01%  frontend         frontend                 [.] fmt.(*pp).doPrintln
     0.01%  search           search                   [.] internal/poll.runtime_pollReset
     0.01%  containerd-shim  [kernel.kallsyms]        [k] set_user_sigmask
     0.01%  search           search                   [.] runtime.concatstring3
     0.01%  docker-proxy     [kernel.kallsyms]        [k] __kfree_skb_flush
     0.01%  recommendation   recommendation           [.] context.(*cancelCtx).Done
     0.01%  geo              geo                      [.] runtime.resolveTypeOff
     0.01%  search           search                   [.] runtime.funcfile
     0.01%  dockerd          [kernel.kallsyms]        [k] cpumask_next_wrap
     0.01%  wrk              wrk                      [.] lj_alloc_realloc
     0.01%  dockerd          dockerd                  [.] sync.(*Pool).getSlow
     0.01%  recommendation   [kernel.kallsyms]        [k] nf_nat_inet_fn
     0.01%  dockerd          dockerd                  [.] runtime.gcTrigger.test
     0.01%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000446b1
     0.01%  geo              [kernel.kallsyms]        [k] conntrack_mt
     0.01%  geo              geo                      [.] internal/poll.(*fdMutex).rwlock
     0.01%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e551
     0.01%  consul           consul                   [.] runtime.selectgo
     0.01%  geo              geo                      [.] runtime.acquireSudog
     0.01%  swapper          [kernel.kallsyms]        [k] sched_idle_set_state
     0.01%  search           search                   [.] encoding/json.(*decodeState).scanNext
     0.01%  search           search                   [.] internal/bytealg.IndexByteString.abi0
     0.01%  search           [kernel.kallsyms]        [k] br_validate_ipv4.isra.0
     0.01%  docker-proxy     [kernel.kallsyms]        [k] fpregs_assert_state_consistent
     0.01%  frontend         frontend                 [.] strconv.special
     0.01%  docker-proxy     [kernel.kallsyms]        [k] ip_queue_xmit
     0.01%  search           [kernel.kallsyms]        [k] _raw_write_lock_irq
     0.01%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000044737
     0.01%  docker-proxy     [kernel.kallsyms]        [k] nf_nat_ipv4_local_in
     0.01%  geo              geo                      [.] reflect.Value.assignTo
     0.01%  docker-proxy     [kernel.kallsyms]        [k] generic_pipe_buf_confirm
     0.01%  search           search                   [.] runtime.selectnbsend
     0.01%  docker-proxy     [kernel.kallsyms]        [k] cpus_share_cache
     0.01%  recommendation   recommendation           [.] sync.(*WaitGroup).Add
     0.01%  recommendation   [kernel.kallsyms]        [k] nf_ct_seq_offset
     0.01%  geo              geo                      [.] runtime.ready
     0.01%  recommendation   [kernel.kallsyms]        [k] sock_read_iter
     0.01%  recommendation   recommendation           [.] net.(*netFD).Read
     0.01%  geo              [kernel.kallsyms]        [k] do_nanosleep
     0.01%  search           [kernel.kallsyms]        [k] vfs_getattr
